,UPC,Banner,Kansas,New York,Northern California,Texas,Average_Price,Std
323,339765937,Trader Joes,38.69,38.89,38.89,39.09,38.89,0.14142135623731153
324,339765937,Walmart,40.105000000000004,40.105000000000004,43.11,37.1,40.105000000000004,2.1248558774655746
325,339765937,Wegmans,39.49,41.09,40.156666666666666,39.89,40.156666666666666,0.5887840577551905
326,339765937,Whole Foods,1.99,44.79,30.090000000000003,43.49,30.090000000000003,17.213802601401003
327,690069404,No Store,19.59,19.59,19.59,19.59,19.59,0.0
328,690069404,Safeway,18.79,18.79,18.79,18.79,18.79,0.0
329,690069404,Trader Joes,17.89,18.59,18.19,18.09,18.19,0.25495097567963904
330,690069404,Walmart,18.845,17.76,19.93,18.845,18.845,0.7672108575874034
331,690069404,Wegmans,18.74,18.99,18.74,18.49,18.74,0.1767766952966369
332,690069404,Whole Foods,22.04,20.69,23.39,22.04,22.04,0.9545941546018388
333,95658838,No Store,42.29,40.39,44.19,42.29,42.28999999999999,1.3435028842544392
334,95658838,Safeway,38.79,45.59,41.19,39.19,41.19,2.6981475126464103
335,95658838,Trader Joes,40.29,40.29,43.29,37.29,40.29,2.1213203435596424
336,95658838,Walmart,35.06,38.09,41.12,38.09,38.09,2.1425335469952373
337,95658838,Wegmans,38.64,39.19,38.64,38.09,38.64,0.38890872965259915
338,95658838,Whole Foods,1.99,42.79,28.75666666666667,41.49,28.756666666666668,16.39761161470373
339,850719150,Safeway,8.19,8.239999999999998,8.239999999999998,8.29,8.239999999999998,0.03535533905932725
340,850719150,Trader Joes,7.79,8.256666666666666,9.09,7.89,8.256666666666666,0.5115336417740936
341,850719150,Walmart,7.42,7.75,8.7,7.956666666666666,7.956666666666666,0.46991133915523514
342,850719150,Wegmans,8.29,8.29,8.29,8.29,8.29,0.0
343,850719150,Whole Foods,1.99,8.99,5.49,5.49,5.49,2.4748737341529163
344,643110527,No Store,12.239999999999998,11.69,12.79,12.239999999999998,12.239999999999998,0.388908729652601
345,643110527,Safeway,11.29,11.34,11.34,11.39,11.34,0.03535533905932788
346,643110527,Trader Joes,10.69,10.69,10.69,10.69,10.69,0.0
347,643110527,Walmart,11.275,10.64,11.91,11.275,11.275,0.4490128060534575
348,643110527,Wegmans,11.190000000000001,11.39,11.190000000000001,10.99,11.190000000000001,0.14142135623730964
349,643110527,Whole Foods,1.99,12.39,7.19,7.19,7.19,3.6769552621700474
350,127838957,No Store,41.69,41.69,41.69,41.69,41.69,0.0
351,127838957,Safeway,40.09,46.99,43.540000000000006,43.540000000000006,43.540000000000006,2.4395183950935886
352,127838957,Trader Joes,38.49,38.49,38.49,38.49,38.49,0.0
353,127838957,Walmart,36.14,37.62,42.4,36.52,38.17,2.5019392478635436
354,127838957,Wegmans,39.89,40.49,39.89,39.29,39.89,0.4242640687119295
355,127838957,Whole Foods,1.99,44.09,49.69,42.79,34.64,19.027939983088025
356,353556196,No Store,3.59,3.59,3.59,3.59,3.59,0.0
357,353556196,Safeway,3.39,3.4400000000000004,3.4400000000000004,3.49,3.4400000000000004,0.03535533905932741
358,353556196,Trader Joes,3.29,3.39,3.3233333333333337,3.29,3.3233333333333337,0.04082482904638634
359,353556196,Walmart,3.3433333333333337,3.22,3.66,3.15,3.3433333333333337,0.19549083524980573
360,353556196,Wegmans,3.4400000000000004,3.49,3.4400000000000004,3.39,3.44,0.03535533905932741
361,353556196,Whole Foods,1.99,3.79,2.89,2.89,2.8899999999999997,0.6363961030678927
362,582214622,Safeway,16.09,16.14,16.14,16.19,16.14,0.03535533905932788
363,582214622,Trader Joes,15.29,15.39,15.39,15.49,15.39,0.07071067811865513
364,582214622,Walmart,16.1,15.13,17.07,16.1,16.1,0.685893577750951
365,582214622,Wegmans,15.99,16.19,15.99,15.79,15.990000000000002,0.14142135623731025
366,582214622,Whole Foods,1.99,17.69,19.99,17.19,14.215,7.136657130617948
367,928259579,Safeway,18.59,21.79,19.723333333333333,18.79,19.72333333333333,1.267543556122103
368,928259579,Trader Joes,17.69,18.79,20.79,17.89,18.79,1.226784414638529
369,928259579,Walmart,16.87,17.53,19.73,18.043333333333333,18.043333333333333,1.0588987990675343
370,928259579,Wegmans,18.54,18.79,18.54,18.29,18.54,0.1767766952966369
371,928259579,Whole Foods,1.99,20.49,14.123333333333333,19.89,14.123333333333331,7.433146484946106
372,311149036,No Store,51.59,51.59,51.59,51.59,51.59,0.0
373,311149036,Safeway,49.49,49.74,49.74,49.99,49.74,0.1767766952966369
374,311149036,Trader Joes,47.59,47.59,47.59,47.59,47.59,0.0
375,311149036,Walmart,44.72,46.53,52.41,47.88666666666666,47.88666666666666,2.842923964278092
376,311149036,Wegmans,48.09,49.99,48.89000000000001,48.59,48.89000000000001,0.6964194138592054
377,311149036,Whole Foods,1.99,31.740000000000002,61.49,31.740000000000002,31.740000000000002,21.03642674029979
378,388197861,No Store,26.49,26.49,26.49,26.49,26.49,0.0
379,388197861,Safeway,25.39,29.79,26.956666666666667,25.69,26.956666666666663,1.7382941830043221
380,388197861,Trader Joes,26.439999999999998,26.439999999999998,28.39,24.49,26.439999999999998,1.3788582233137683
381,388197861,Walmart,23.0,23.94,26.91,24.616666666666664,24.616666666666664,1.4431620375642737
382,388197861,Wegmans,24.99,24.99,24.99,24.99,24.99,0.0
383,388197861,Whole Foods,1.99,27.99,31.59,27.19,22.189999999999998,11.779643458101779
384,774949377,Safeway,26.49,26.64,26.64,26.79,26.64,0.10606601717798238
385,774949377,Trader Joes,25.49,25.49,25.49,25.49,25.49,0.0
386,774949377,Walmart,23.92,24.91,28.12,24.24,25.2975,1.668268188871322
387,774949377,Wegmans,26.39,26.79,26.39,25.99,26.39,0.2828427124746193
388,774949377,Whole Foods,1.99,29.19,32.99,28.39,23.14,12.333997729852232
389,503341824,No Store,30.34,28.99,31.69,30.34,30.34,0.9545941546018402
390,503341824,Safeway,28.19,28.19,28.19,28.19,28.19,0.0
391,503341824,Trader Joes,26.49,27.59,31.09,26.79,27.990000000000002,1.8343936327844146
392,503341824,Walmart,27.895,26.23,29.56,27.895,27.895,1.177332790675601
393,503341824,Wegmans,27.09,28.19,27.52333333333333,27.29,27.52333333333333,0.41432676315520245
394,503341824,Whole Foods,1.99,30.69,34.59,29.79,24.265,12.986411167062284
395,205812283,Safeway,44.39,47.69,44.39,41.09,44.39,2.333452377915605
396,205812283,Trader Joes,39.64,40.19,39.64,39.09,39.64,0.38890872965259915
397,205812283,Walmart,36.7,38.23,43.05,39.32666666666666,39.32666666666667,2.3433558557476197
398,205812283,Wegmans,39.49,41.09,40.156666666666666,39.89,40.156666666666666,0.5887840577551905
399,205812283,Whole Foods,1.99,44.79,23.39,23.39,23.39,15.132085117392117
400,98441419,No Store,29.740000000000002,28.39,31.09,29.740000000000002,29.740000000000002,0.9545941546018388
401,98441419,Safeway,27.29,27.439999999999998,27.439999999999998,27.59,27.439999999999998,0.10606601717798238
402,98441419,Trader Joes,26.59,26.99,26.59,26.19,26.59,0.282842712474618
403,98441419,Walmart,26.493333333333336,25.64,28.92,24.92,26.493333333333336,1.5076692829220428
404,98441419,Wegmans,27.14,27.59,27.14,26.69,27.14,0.31819805153394587
405,98441419,Whole Foods,1.99,30.09,16.04,16.04,16.04,9.934850275670993
406,786293238,No Store,6.09,6.09,6.09,6.09,6.09,0.0
407,786293238,Safeway,5.79,5.84,5.84,5.89,5.84,0.03535533905932725
408,786293238,Trader Joes,5.59,5.59,5.59,5.59,5.59,0.0
409,786293238,Walmart,5.34,5.5,6.22,5.3,5.59,0.3713488925525428
410,786293238,Wegmans,5.89,5.89,5.89,5.89,5.89,0.0
411,786293238,Whole Foods,1.99,6.39,7.19,6.19,5.44,2.026696819951124
412,438682627,No Store,53.79,53.79,53.79,53.79,53.79,0.0
413,438682627,Safeway,51.69,51.94,51.94,52.19,51.94,0.1767766952966369
414,438682627,Trader Joes,49.09,51.09,49.92333333333334,49.59,49.92333333333334,0.7359800721939873
415,438682627,Walmart,46.67,48.52,54.77,49.98666666666667,49.98666666666667,3.0013191544163824
416,438682627,Wegmans,50.19,52.19,51.02333333333333,50.69,51.02333333333333,0.7359800721939873
417,438682627,Whole Foods,1.99,56.89,38.056666666666665,55.29,38.05666666666667,22.093475658362735
418,434688119,No Store,15.39,15.39,15.39,15.39,15.39,0.0
419,434688119,Safeway,14.79,14.84,14.84,14.89,14.84,0.03535533905932788
420,434688119,Trader Joes,14.19,14.19,14.19,14.19,14.19,0.0
421,434688119,Walmart,13.36,13.95,15.65,14.319999999999999,14.32,0.840743718382719
422,434688119,Wegmans,14.690000000000001,14.89,14.690000000000001,14.49,14.690000000000001,0.14142135623730964
423,434688119,Whole Foods,1.99,16.29,18.29,15.79,13.089999999999998,6.476495966184183
424,529559570,No Store,8.59,8.19,8.99,8.59,8.59,0.2828427124746193
425,529559570,Safeway,7.89,7.9399999999999995,7.9399999999999995,7.99,7.9399999999999995,0.03535533905932756
426,529559570,Trader Joes,7.6899999999999995,7.79,7.6899999999999995,7.59,7.6899999999999995,0.07071067811865482
427,529559570,Walmart,7.23,7.47,8.4,7.23,7.5825,0.4820464189266424
428,529559570,Wegmans,7.890000000000001,7.99,7.890000000000001,7.79,7.890000000000001,0.07071067811865482
429,529559570,Whole Foods,1.99,8.69,6.390000000000001,8.49,6.390000000000001,2.695366394388711
430,678539677,Safeway,28.09,32.99,30.54,30.54,30.54,1.7324116139070422
431,678539677,Trader Joes,26.99,26.99,26.99,26.99,26.99,0.0
432,678539677,Walmart,25.46,26.41,29.81,27.226666666666663,27.226666666666667,1.6172249895010478
433,678539677,Wegmans,27.990000000000002,28.39,27.990000000000002,27.59,27.99,0.2828427124746193
434,678539677,Whole Foods,1.99,30.99,21.02333333333333,30.09,21.02333333333333,11.659831330969872
435,643891644,Safeway,40.39,40.39,40.39,40.39,40.39,0.0
436,643891644,Trader Joes,38.39,38.39,38.39,38.39,38.39,0.0
437,643891644,Walmart,36.11,37.62,42.37,36.56,38.165,2.4888802703223782
438,643891644,Wegmans,38.79,40.39,39.45666666666666,39.19,39.45666666666666,0.5887840577551905
439,643891644,Whole Foods,1.99,44.09,49.69,42.79,34.64,19.027939983088025
440,311513952,No Store,43.09,43.09,43.09,43.09,43.09,0.0
441,311513952,Safeway,41.39,48.59,43.95666666666667,41.89,43.95666666666667,2.842827231237712
442,311513952,Trader Joes,42.989999999999995,42.989999999999995,46.19,39.79,42.989999999999995,2.2627416997969516
443,311513952,Walmart,37.44,38.95,43.81,37.85,39.5125,2.541853408440385
444,311513952,Wegmans,41.24,41.89,41.24,40.59,41.24000000000001,0.4596194077712549
445,311513952,Whole Foods,1.99,45.69,51.49,33.056666666666665,33.056666666666665,19.13456732373812
446,243934119,No Store,14.79,14.09,15.49,14.79,14.79,0.4949747468305834
447,243934119,Safeway,13.59,15.89,14.39,13.69,14.39,0.9192388155425121
448,243934119,Trader Joes,15.09,15.09,15.09,15.09,15.09,0.0
449,243934119,Walmart,13.445,13.445,14.44,12.45,13.445,0.7035712472806148
450,243934119,Wegmans,13.69,13.69,13.69,13.69,13.69,0.0
451,243934119,Whole Foods,1.99,14.99,8.49,8.49,8.49,4.596194077712559
452,442236507,No Store,48.09,48.09,48.09,48.09,48.09,0.0
453,442236507,Safeway,46.59,46.59,46.59,46.59,46.59,0.0
454,442236507,Trader Joes,51.49,51.49,51.49,51.49,51.49,0.0
455,442236507,Walmart,41.71,43.41,48.93,44.68333333333334,44.68333333333334,2.6690947279305517
456,442236507,Wegmans,45.94,46.59,45.94,45.29,45.94,0.45961940777125737
457,442236507,Whole Foods,1.99,50.89,57.29,36.723333333333336,36.72333333333333,21.389756115175008
458,196109651,No Store,42.69,42.69,42.69,42.69,42.69,0.0
459,196109651,Safeway,37.49,43.99,40.74,40.74,40.74,2.2980970388562794
460,196109651,Trader Joes,38.32333333333333,37.09,41.89,35.99,38.32333333333334,2.218482965151336
461,196109651,Walmart,36.965,36.965,39.72,34.21,36.965,1.9480791821689378
462,196109651,Wegmans,37.34,37.89,37.34,36.79,37.34,0.38890872965260165
463,196109651,Whole Foods,1.99,41.29,46.59,40.09,32.49,17.778217008462914
464,45845527,No Store,1.79,1.69,1.89,1.79,1.79,0.07071067811865474
465,45845527,Safeway,1.69,1.69,1.69,1.69,1.69,0.0
466,45845527,Trader Joes,1.59,1.59,1.59,1.59,1.59,0.0
467,45845527,Walmart,1.52,1.675,1.83,1.675,1.675,0.10960155108391488
468,45845527,Wegmans,1.6400000000000001,1.69,1.6400000000000001,1.59,1.6400000000000001,0.03535533905932733
469,45845527,Whole Foods,1.99,1.79,1.8900000000000001,1.8900000000000001,1.89,0.07071067811865474
470,94769945,No Store,22.79,22.79,22.79,22.79,22.79,0.0
471,94769945,Safeway,19.99,20.09,20.09,20.19,20.09,0.07071067811865576
472,94769945,Trader Joes,19.490000000000002,19.79,19.490000000000002,19.19,19.490000000000002,0.2121320343559635
473,94769945,Walmart,18.13,18.8,21.25,18.32,19.125,1.2509296542971553
474,94769945,Wegmans,19.89,20.19,19.89,19.59,19.89,0.21213203435596475
475,94769945,Whole Foods,1.99,22.09,12.04,12.04,12.04,7.106423150924803
476,872889619,No Store,42.49,40.59,44.39,42.49,42.49,1.3435028842544392
477,872889619,Safeway,38.99,45.69,42.34,42.34,42.34,2.3688077169749326
478,872889619,Trader Joes,37.09,39.356666666666676,43.49,37.49,39.356666666666676,2.535087112244206
479,872889619,Walmart,35.21,37.36666666666667,41.32,35.57,37.36666666666667,2.42425589958376
480,872889619,Wegmans,38.79,39.39,38.79,38.19,38.78999999999999,0.4242640687119295
481,872889619,Whole Foods,1.99,42.99,48.39,31.123333333333335,31.123333333333335,17.942314975127005
482,314756902,No Store,33.99,33.99,33.99,33.99,33.99,0.0
483,314756902,Safeway,32.59,32.790000000000006,32.790000000000006,32.99,32.790000000000006,0.141421356237309
484,314756902,Trader Joes,31.79,32.29,31.79,31.29,31.79,0.3535533905932738
485,314756902,Walmart,32.144999999999996,32.144999999999996,34.55,29.74,32.144999999999996,1.7005918087536462
486,314756902,Wegmans,32.49,32.99,32.49,31.99,32.49,0.353553390593275
487,314756902,Whole Foods,1.99,1.99,1.99,1.99,1.99,0.0
488,962019991,No Store,35.29,35.29,35.29,35.29,35.29,0.0
489,962019991,Safeway,30.99,36.29,32.85666666666666,31.29,32.85666666666666,2.105152409367708
490,962019991,Trader Joes,29.49,29.64,29.64,29.79,29.64,0.10606601717798238
491,962019991,Walmart,30.083333333333332,29.17,32.82,28.26,30.083333333333332,1.706463204017791
492,962019991,Wegmans,30.84,31.29,30.84,30.39,30.840000000000003,0.31819805153394587
493,962019991,Whole Foods,1.99,34.09,18.040000000000003,18.040000000000003,18.040000000000003,11.34906383804409
494,827631041,No Store,42.49,42.49,42.49,42.49,42.49,0.0
495,827631041,Safeway,40.79,47.89,43.29,41.19,43.28999999999999,2.8204609552340916
496,827631041,Trader Joes,39.79,40.39,39.79,39.19,39.78999999999999,0.4242640687119295
497,827631041,Walmart,36.83,38.34,43.2,37.2,38.8925,2.5484443784395228
498,827631041,Wegmans,40.59,41.19,40.59,39.99,40.59,0.424264068711927
499,827631041,Whole Foods,1.99,44.99,23.490000000000002,23.490000000000002,23.490000000000002,15.202795795510774
500,220433295,Safeway,20.59,24.09,21.823333333333334,20.79,21.823333333333334,1.3898441159592925
501,220433295,Trader Joes,20.956666666666667,20.29,22.89,19.69,20.956666666666667,1.2027745701779144
502,220433295,Walmart,18.55,19.32,21.7,18.74,19.5775,1.2578230201423408
503,220433295,Wegmans,20.79,20.79,20.79,20.79,20.79,0.0
504,220433295,Whole Foods,1.99,22.59,15.523333333333332,21.99,15.523333333333333,8.290154803540561
505,132458395,Safeway,30.99,30.99,30.99,30.99,30.99,0.0
506,132458395,Trader Joes,29.39,31.189999999999998,34.49,29.69,31.189999999999998,2.0236106344848066
507,132458395,Walmart,27.91,29.15,32.81,28.24,29.527500000000003,1.9487993098315703
508,132458395,Wegmans,30.84,31.29,30.84,30.39,30.840000000000003,0.31819805153394587
509,132458395,Whole Foods,1.99,34.09,38.39,24.823333333333334,24.823333333333334,14.064909052911316
510,11873171,No Store,5.64,5.39,5.89,5.64,5.64,0.1767766952966369
511,11873171,Safeway,5.640000000000001,6.09,5.640000000000001,5.19,5.640000000000001,0.3181980515339462
512,11873171,Trader Joes,4.99,4.99,4.99,4.99,4.99,0.0
513,11873171,Walmart,5.140000000000001,5.140000000000001,5.53,4.75,5.140000000000001,0.27577164466275367
514,11873171,Wegmans,5.140000000000001,5.19,5.140000000000001,5.09,5.140000000000001,0.03535533905932756
515,11873171,Whole Foods,1.99,5.69,4.390000000000001,5.49,4.390000000000001,1.4713938969562161
516,278003538,No Store,28.29,28.29,28.29,28.29,28.29,0.0
517,278003538,Safeway,27.49,27.49,27.49,27.49,27.49,0.0
518,278003538,Trader Joes,26.09,26.09,26.09,26.09,26.09,0.0
519,278003538,Walmart,24.66,25.55,28.83,26.346666666666664,26.346666666666664,1.5529380756059348
520,278003538,Wegmans,26.39,27.49,26.939999999999998,26.939999999999998,26.939999999999998,0.38890872965260037
521,278003538,Whole Foods,1.99,29.99,33.79,21.923333333333332,21.923333333333332,12.280336586049533
522,927693101,No Store,19.79,19.79,19.79,19.79,19.79,0.0
523,927693101,Safeway,20.740000000000002,22.29,20.740000000000002,19.19,20.740000000000002,1.0960155108391478
524,927693101,Trader Joes,19.740000000000002,19.740000000000002,21.19,18.29,19.740000000000002,1.0253048327204946
525,927693101,Walmart,17.24,17.97,20.13,17.37,18.1775,1.1604174895269372
526,927693101,Wegmans,24.09,19.19,20.656666666666666,18.69,20.656666666666666,2.109897311877207
527,927693101,Whole Foods,1.99,20.99,23.59,20.29,16.715,8.589928695862382
528,932170886,No Store,52.99,52.99,52.99,52.99,52.99,0.0
529,932170886,Safeway,50.89,51.14,51.14,51.39,51.14,0.1767766952966369
530,932170886,Trader Joes,52.84,52.84,56.79,48.89,52.84,2.7930717856868625
531,932170886,Walmart,45.92,47.81,53.93,46.4,48.515,3.202596602758455
532,932170886,Wegmans,50.64,51.39,50.64,49.89,50.64,0.5303300858899106
533,932170886,Whole Foods,1.99,56.09,37.52333333333333,54.49,37.52333333333333,21.766985704655266
534,395790602,Safeway,46.99,55.09,49.85666666666666,47.49,49.85666666666667,3.2096209537368536
535,395790602,Trader Joes,44.69,47.423333333333325,52.39,45.19,47.423333333333325,3.0465827851326597
536,395790602,Walmart,42.4,44.14,49.75,42.87,44.78999999999999,2.9335388185602738
537,395790602,Wegmans,45.59,47.49,46.39000000000001,46.09,46.39000000000001,0.6964194138592054
538,395790602,Whole Foods,1.99,51.79,58.39,50.29,40.615,22.50737379171546
539,363461563,No Store,49.59,49.59,49.59,49.59,49.59,0.0
540,363461563,Safeway,47.59,47.84,47.84,48.09,47.84,0.1767766952966369
541,363461563,Trader Joes,46.39,47.09,46.39,45.69,46.39,0.4949747468305853
542,363461563,Walmart,43.03,44.75,50.47,43.47,45.43,2.9776500801806782
543,363461563,Wegmans,47.39,48.09,47.39,46.69,47.39,0.4949747468305853
544,363461563,Whole Foods,1.99,52.49,59.09,37.85666666666667,37.85666666666667,22.087364411958855
545,395515572,No Store,21.69,21.69,21.69,21.69,21.69,0.0
546,395515572,Safeway,20.89,24.49,22.156666666666666,21.09,22.156666666666666,1.4306175822583282
547,395515572,Trader Joes,19.89,20.69,20.223333333333333,20.09,20.223333333333333,0.29439202887759525
548,395515572,Walmart,20.915,19.67,22.16,20.915,20.915,0.8803479425772511
549,395515572,Wegmans,21.09,21.09,21.09,21.09,21.09,0.0
550,395515572,Whole Foods,1.99,22.99,12.489999999999998,12.489999999999998,12.489999999999998,7.424621202458748
551,617543188,No Store,22.59,21.59,23.59,22.59,22.59,0.7071067811865476
552,617543188,Safeway,20.79,20.89,20.89,20.99,20.89,0.0707106781186545
553,617543188,Trader Joes,19.89,19.89,19.89,19.89,19.89,0.0
554,617543188,Walmart,18.76,19.52,22.06,18.91,19.8125,1.3284459906221247
555,617543188,Wegmans,20.64,20.99,20.64,20.29,20.64,0.24748737341529137
556,617543188,Whole Foods,1.99,22.89,15.69,22.19,15.69,8.39315197050548
557,587031338,Safeway,55.99,65.69,60.84,60.84,60.84,3.429467888754754
558,587031338,Trader Joes,54.59,55.39,54.59,53.79,54.59,0.5656854249492386
559,587031338,Walmart,50.55,52.63,59.35,54.17666666666667,54.17666666666666,3.252240253527816
560,587031338,Wegmans,55.74,56.59,55.74,54.89,55.74,0.6010407640085664
561,587031338,Whole Foods,63.69,61.69,69.49,59.89,63.69,3.608323710533741
562,222633181,Safeway,38.19,38.39,38.39,38.59,38.39,0.14142135623731153
563,222633181,Trader Joes,36.69,36.69,36.69,36.69,36.69,0.0
564,222633181,Walmart,34.51,35.96,40.51,36.99333333333333,36.99333333333333,2.21368847552375
